X1	X2	Y	Set
1.068702616341108	-1.8363535369297392	YES	Train
1.4373687871462393	-1.160453926821075	YES	Train
-0.5978624854764609	0.30010909216082565	NO	Train
-1.2187688425204337	0.1938010746656049	YES	Train
-0.9124952277362077	0.9802306559429669	NO	Train
-1.3398180465594178	-0.10632802454313413	YES	Train
0.8711423712371886	-1.0274329947149892	YES	Train
1.2659104484651378	-1.774664585513919	YES	Train
-0.22531865239098506	0.8843156135485997	NO	Train
-1.251905924972477	1.5610548648076006	NO	Train
-0.772016377395729	1.5513152653522277	NO	Train
0.7933261367662081	1.0810453018102133	NO	Train
0.36957233149978935	1.746389928040843	NO	Train
-1.7793405344526645	1.181152167694683	NO	Train
0.46091642860779963	-0.5901014793480857	NO	Train
-0.34884110004193014	-0.4259685077247018	NO	Train
1.7452852156793277	0.19320257913448435	YES	Train
0.34425996625464317	0.609269451783847	NO	Train
1.7594578988752039	-0.559626418188538	YES	Train
-0.3574360871956901	0.34201898617117865	NO	Train
0.6828440348217635	0.49409598907066954	NO	Train
-0.5075824412567179	-1.0646764417480372	YES	Train
0.2423642829147843	-1.0252666263238095	NO	Train
-0.6505757111872952	1.7505974055689857	NO	Train
1.9473205262248385	-1.0876773799748005	YES	Train
0.7290077443127156	-0.4396542544294195	NO	Train
-0.3733613828320584	2.0072645514157745	NO	Train
0.7829291621888476	-1.7967438544097547	YES	Train
0.11584655435768701	0.04493196680855611	NO	Train
-1.4625916672274522	-0.034272988954235056	YES	Train
0.9188624132020767	-1.6273046449361315	YES	Train
0.590346752702476	-0.17963311127899623	NO	Train
0.10994784719277641	-1.0248602902189532	YES	Train
-1.7679606063705917	0.28130331313201445	YES	Train
0.31248008688329393	1.5002452770638401	NO	Train
-1.4052699800178667	0.7158595580678073	YES	Train
0.3461046721656108	-1.0483960456341426	YES	Train
0.554818983635966	1.2182101145593196	NO	Train
0.4005948588148424	0.31214875579399204	NO	Train
1.2950429375469439	-1.3159373927928535	YES	Train
-0.9816527207469943	1.3012498551411822	NO	Train
0.17925577201348306	1.5331102353114072	NO	Train
-0.4999102368224872	-0.6313420727575686	YES	Train
0.5595465162132878	1.3890885741705192	NO	Train
-1.1667771125030004	-1.4354180020475729	YES	Train
-0.2079410559677032	1.7279324800306861	NO	Train
-0.051449680521108196	-1.0114091593566652	YES	Train
1.2834338001135115	0.5263691645394939	YES	Train
1.9304088289837136	-0.4018442951070806	YES	Train
1.922982481309058	-1.388444574239502	YES	Train
-0.8125923170930878	-0.08694422055481023	NO	Train
0.7904043346428814	-1.646776608914987	YES	Train
0.7896828877128652	1.6231695615198753	NO	Train
1.837660084959429	1.0355290342688295	YES	Train
			Train
-1.7676168524165172	0.8758654260659766	YES	Train
-1.8290981332891278	0.3230474438195207	YES	Train
	-0.3584723928887027	YES	Train
-0.34965584454551313	-0.4889315374344895	NO	Train
-0.5133406517106702	-1.0930532182548207	YES	Train
-0.7832528585820806	0.4486665917749219	NO	Train
0.5834361330450686	-0.2161523755705061	NO	Train
1.526923730707191	0.6211981777008478	YES	Train
-0.2698794292377248	-1.4109989207181113	YES	Train
-1.7166034903831193	0.15277105414634667	YES	Train
-0.1904138696372723	-0.45094487860364263	NO	Train
